,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
230,2023-04-22 16:47:31+00:00,susannedrams,"West Cork, Ireland",@LavelleIreland Isn’t that the case in all Irish clothing shops all year round.. I’ve been fascinated every non-summer season since moving here! I’ve never seen anything appropriate for cold weather except puffer jackets.,0,0,1247,0
231,2023-04-22 16:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Showery, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
232,2023-04-22 16:07:16+00:00,LondonReed7,Close to the SE Atlantic Ocean,"@proudliberalz My f ing sarcasm followed by an Irish temper.  I just don’t talk to people with the republican I.Q. 
a/k/a f ing imbeci!es about anything important.  I know it won’t end well, so we discuss the weather, boats, fashion, whatever",1,0,11581,0
233,2023-04-22 15:10:00+00:00,cmac2211,Pittsburgh,Irish coffee weather,0,0,280,0
234,2023-04-22 14:38:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/UQEbEcGbQK",0,0,935,0
235,2023-04-22 14:08:08+00:00,furwa123,,@MetEireann Just usual Irish weather 😂,0,0,927,0
236,2023-04-22 11:39:05+00:00,fjc48,Cavan,"Well, I finally started that back room it was either more gardening or back room the Irish weather said back room. I think it's worse. Fruit and nut and tea needed for my break 😌",2,0,278,1
237,2023-04-22 11:31:41+00:00,TechLeaderPro,The Uncanny Valley,"The Irish weather is shite today, so rather than working in the garden, I'm back working in the office on tech stuff, weeding those 1s and 0s.",2,0,9099,1
238,2023-04-22 10:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Showery, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
239,2023-04-22 09:46:04+00:00,sheenastubbs88,"West Midlands, England",@GabrielBlake_ Happy Caturday. Finishing a cuppa and then setting off to explore Irish Castles. Fingers crossed this weather holds #Wexford https://t.co/xlfT3WJEUA,1,0,57,1
240,2023-04-22 08:12:00+00:00,wlrfm,"Waterford, Ireland","Farmview with @tirlan_ from 9.30am - hear how brutal spring weather has cost Irish farmers €80m per week, we discuss making better quality &amp; more cost-effective baled silage, plus a tillage sector update &amp; the weather's impact on this year’s crops ↪ https://t.co/ZnbaisThok https://t.co/1auYlAO9CQ",0,0,23767,0
241,2023-04-22 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Fairly fine, showery later
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
242,2023-04-22 02:10:42+00:00,pgc82606142,,@nealerichmond Neil until ireland is united...I cannot support irish troops...how are we supporting Ukraine with invasion and here in ireland our country is the same....the weather is not even mentioned up north...unacceptable,0,0,12,0
243,2023-04-21 22:51:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/SsZJ1l66Y7",0,0,935,0
244,2023-04-21 21:04:38+00:00,indeeditis1,"Ireland, EU","@RareIrishStuff @TheLongHallPub Every man should own a trilby hat. Go into a hat shop and ask for the most expensive one. 
It's not like we don""t get an excuse to wear it with irish weather.",3,1,41,1
245,2023-04-21 21:00:30+00:00,wootton_weather,"Abingdon, England","Dobro veche, @wootton_weather followers! The sun rises at 05:57 tomorrow. On this day in 1720, Antoine Hamilton, Irish-French soldier and author (b. 1646) died.",0,0,7,0
246,2023-04-21 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
247,2023-04-21 17:56:02+00:00,bojwilnotsilncd,,@Irish_Voice @rtenews And the €reen party wants to ban cars and have everything delivered by bike and us all on cycling in the bad weather,1,0,93,0
248,2023-04-21 17:32:44+00:00,jobNotDone00,Up In The Clouds,"@BrownKen078 Lol, not to be that person, Kendra, but let’s check Brooklyn weather. We usually do everything better. Well y’all got us on the undocumented Irish",2,0,290,1
249,2023-04-21 17:17:29+00:00,AndrewC29867301,Victory Gin Towers Rm 101,@DavidHarpham77 Makes a change from the French/weather/mystery illness/Chris Packham/Tofu/The Scots/The Irish/lefty nurses...,1,0,654,0
250,2023-04-21 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
251,2023-04-21 16:00:02+00:00,stormstayedbeer,"London, Ontario","The weather has shifted and we are once again experiencing cooler temperatures. This means we're reaching for PATINA—our ruby-hued Irish Red Ale + MONTGOMERY—our smooth, malt-forward Scotch Ale!

They are perfect for sipping during these cool Spring evenings!

» On draft &amp; to go. https://t.co/Vyxraem9OE",1,0,982,0
252,2023-04-21 14:27:02+00:00,dododiaries1,wonder,"""does it ever drive you crazy, just how fast the Irish weather changes"" 🥰

(lyrics inspired by One Direction's song titled Night Changes)",0,0,5,0
253,2023-04-21 14:03:49+00:00,WhispersNewsLTD,Waterford,Irish Man Has Overwhelming Urge To Take Top Off As Weather Hits Double Figures https://t.co/MWLVjvKbf6,85,8,243801,2
254,2023-04-21 13:58:34+00:00,EdanStarforth,"Manchester, England",I love working in inner city manchester. Had a lovely chat with an Irish lady about how we hope the weather remains nice for Eid,7,0,1958,0
255,2023-04-21 13:28:11+00:00,conormcl2023,"Derry, Northern Ireland",@leanwithit13 Yeah it is. Raining tomorrow supposedly lol. Typical Irish weather 😂🤣,1,0,4308,0
256,2023-04-21 12:38:23+00:00,AeoniniFox,Who/me?,"I love the way Ireland just can’t have regular, nice weather. It’s 17 degrees, lovely and sunny. But with wind that would blow your head off 🫠🫠 #irishweather",0,0,73,0
257,2023-04-21 12:34:49+00:00,JenniferBroome,"Denver, CO",Wee bit windy along the North Channel connecting Irish Sea and Atlantic Ocean @DiscoverNI @TourismIreland #weather #NorthernIreland https://t.co/03fn0uRhxM,14,1,23455,1
258,2023-04-21 11:18:55+00:00,WaterfordBarley,"Waterford, Ireland","Old Irish circa early 1900s finally sown at Bennitsbridge Co Kilkenny by Denis Dalton. It has been a wet April but the weather has improved to allow the last of our growers to get seed in the ground. #heritage #Barley 
https://t.co/JUbBBPEEDT",8,4,1218,0
259,2023-04-21 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",1,0,98,0
260,2023-04-21 09:27:35+00:00,LfcHall,"Cork, Ireland",Some pictures from our successful Easter Goalkeeper Anonymous camp with Kyle Cooke and current Irish u18s keeper Ryan Delaney. Well done to all the kids who braved the weather and had a great day 👏👏 https://t.co/eIzIt5KYWh,6,0,438,0
261,2023-04-21 08:17:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/KFoQA5hr9O",0,0,935,0
262,2023-04-21 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
263,2023-04-21 01:12:10+00:00,pplshdsm,"Dublin City, Ireland","@Colly_wobbles I’m Irish. We saw ‘awful’ an awful lot in this country. It’s awful weather, wasn’t that awful, what an awful colour etc 😉",1,0,457,2
264,2023-04-21 00:51:59+00:00,24by24,Indiana,@Steve92592444 I’m recommending a trip in the Irish Sea. Oops! Armada weather.,1,0,1016,0
265,2023-04-20 23:39:56+00:00,longkat_michael,,@Naija_PR Cold weather and irish potato,0,0,14,0
266,2023-04-20 23:23:14+00:00,ChiefONeill,,"Have heard rumors that we have Gadan playing in tonight, all the way from Italy. Come out, brave the weather, forget the Cubs and come to the #Irish American Heritage Center!  Hup!  https://t.co/q6y9GYf5QH #IrishMusic #Fiddle #Mandonlin",0,0,854,0
267,2023-04-20 20:44:42+00:00,caliioop,N.Y.C. ,@Bossip Fillers aren’t considered surgery but she didn’t go from looking like an Irish newspaper boy to a Spanish tv weather girl overnight naturally so lets be real.,17,1,111,1
268,2023-04-20 20:04:02+00:00,madiganobrien,"Lewis Center, OH",THIS THREAD THANK YOU🙌🏻 as a female NHL culture is not typically welcoming or very accepting of us we need to talk about this more last year at a jackets vs canucks game my family and I were playing Irish music with the car windows down due to the nice weather that day #CBJ,2,0,3683,3
269,2023-04-20 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
270,2023-04-20 18:26:44+00:00,PaulCurtis1956,Woking,72 Miles From The Sea: COULD JESUS HAVE BEEN IRISH? https://t.co/a64rBbchiw #NatureRetweet #Nature #Naturalworld #Flora #Fauna #Summer #Weather #Amwriting #writerslife #ASMSG #indieauthors #storytelling #writingcommunity #IAN1 #spring #Winter #Autumn #Sunrise #Sunset #Fall,0,0,3925,0
271,2023-04-20 17:33:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/rXKv7mLP26",0,0,935,0
272,2023-04-20 17:08:46+00:00,CraigScoular166,Northern Ireland,"Some people be wearing beanies and a coat, others be wearing shorts and a top. Northern Irish weather for ya 😂",0,0,691,0
273,2023-04-20 17:08:21+00:00,mairtinofaolain,,"@ConorTMcGrane @bioniclaura Irish cricket weather is the worst, overcast days sitting out for hours. If it was sunny you'd take greater care",2,0,1996,1
274,2023-04-20 16:59:42+00:00,gothfenian,"Béal Feirste , Éire ",The Irish mam in me is saying it’s picky bits for dinner weather,8,0,7317,0
275,2023-04-20 16:53:06+00:00,fitzsiobhan1,"Galway, Ireland","Was  “40 shades of green”  a slight exaggeration? The Irish loved to exaggerate especially about the weather and land. Now, in this green-less dessert, he longed to return to the Emerald Isle and his sweetheart with #olivine eyes. For now, he must keep the peace. #vss365 #prompt https://t.co/5VzdpIpoLP",21,0,1428,1
276,2023-04-20 16:42:00+00:00,wlrfm,"Waterford, Ireland","Farmview with @tirlan_ from 6.10pm - hear how brutal spring weather has cost Irish farmers €80m per week, we discuss making better quality &amp; more cost-effective baled silage, plus a tillage sector update &amp; the weather's impact on this year’s crops ↪ https://t.co/ZnbaisSJyM https://t.co/EgYvz0fXAP",0,0,23767,0
277,2023-04-20 16:40:57+00:00,AaronSh2023,Islamic Republic of Iran,@irish_pikey Best weather,0,0,86,0
278,2023-04-20 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
279,2023-04-20 15:36:16+00:00,IrishSeedSavers,Scarriff Co Clare Ireland,"A selection of seedlings at Irish Seed Savers hardening off outside the polytunnel while enjoying the beautiful weather.
Gradual exposure to the outdoor elements will help them thrive in their new environment 🌱☀️

#gardeningtips #seedlings https://t.co/R0KMUAQ0V0",13,3,8762,0
280,2023-04-20 14:43:32+00:00,sciotobaseball,"Dublin, OH",The Irish are 🔥 and so is the weather. Come on out to support for a big time OCC matchup against Canal Winchester☘️⚾️ https://t.co/b6CfgsX6zb,19,2,585,0
281,2023-04-20 13:42:20+00:00,Gearoidmuar,"Cork. Corcaigh. Ireland, Éire.","@987_charles @DouglasKMurray @DickFbpe @spectator /2. I think southerners earned 9 VCs and Northerners 1?
Irish weather stations kept the Allies informed and were crucial to the success of D-Day.
The collaboration of a few nutters in Ireland with the Nazis doesn't equate with national collaboration.",1,0,3852,1
282,2023-04-20 13:35:18+00:00,irish_news,"Belfast, Northern Ireland","Warmer weather may see construction standards change to ensure buildings are better able to cool down in the summer, while staying warm during colder months

https://t.co/XvPUjO3136",1,0,123238,0
283,2023-04-20 13:07:51+00:00,Shadows_by_char,UK,Irish oomfs - what's the weather generally like in June? Need to try and work out what the hell to take to the Dublin gig!,3,0,462,5
284,2023-04-20 10:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
285,2023-04-20 09:44:11+00:00,DALTONSMILLS,"Kilkenny, Ireland","Tyler Lennon out planting an old heritage variety called Old Irish cica 1890s, in conjunction with @WaterfordWhisky 
Great to finally have some good weather and get back out into the fields ☀️

#daltons #waterforddistillery #kilkenny #heritage https://t.co/46XEhaeSPM",9,1,213,0
286,2023-04-20 09:29:22+00:00,fenianscum,Michael Murohy hate account,@wehttam7_ South africa can't compete with the superiority of irish weather https://t.co/jDUeQElCsh,1,0,137,1
287,2023-04-20 07:51:47+00:00,philipoconnor,"Stockholm, Sweden",@FutsalFinn Have always said Irish teams (club &amp; national) could benefit from doing what the Scandinavians do and take part in tournaments in warm-weather climates in Jan/Feb. A lot of players get their first caps there and the experience stands to them as they develop.,1,0,22694,1
288,2023-04-20 05:28:19+00:00,papanews24,,"Racecourse bookmaker claims being barred from taking bets indoors is ‘apartheid Irish style’ – The Irish Times - https://t.co/7XTprCobxz 
A racecourse bookmaker who claimed that being barred from taking bets indoors in wet weather was “apartheid Irish style” has been told he ... https://t.co/KXuiZ0fvzM",1,0,891,0
289,2023-04-20 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
290,2023-04-20 02:30:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/2sAn3Dafme",0,0,935,0
291,2023-04-20 02:01:14+00:00,billy_Boyle1314,"Stirling, Scotland","From the Irish backstop to Britains roads eh!. 🙄😂 if it ain't sleeping policemen it's bloody caused by ramps or for our suspension ice and salt for rust in cold weather. which causes pot holes to nosey neebours. video of the beast stuck in Downing street
https://t.co/meMbfggnRw https://t.co/Brc03GVkzs",0,0,404,1
292,2023-04-20 01:33:31+00:00,yburyug,"Lower East Side, Manhattan","@mggiesrevenge The way of the Irish is to suffer, both by weather and bad drug bands",3,1,3651,0
293,2023-04-19 21:16:24+00:00,PhotoGal1967,"Fresno, CA",@RevBug Well ... The porch is a nice place to have an Irish coffee and tch the weather!,0,0,34,0
294,2023-04-19 19:26:00+00:00,PopCulture100,,"@businessposthq Oh feck off NTA.... people drive, irish weather sucks",0,0,21,0
295,2023-04-19 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
296,2023-04-19 19:08:35+00:00,Grace87928218,"Texas, USA",@ada_lluch TEXAS weather requires a daily shower and sometimes two. My hair is the hardest sometimes. It’s long with lots of waves so it’s tedious. It’s that Irish part in me🤣,5,0,85,0
297,2023-04-19 16:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
298,2023-04-19 12:12:11+00:00,OldMooresAlmana,Ireland,"Start planning for this weekend where you can catch a fish... with the weather getting warmer, you have no excuse to not get out there and bring home the sea bacon.
 
 Link in Comments.
 
 #fish #fishing #fishinginIreland #irish #Ireland

https://t.co/f0wDSnyrEN",0,0,727,0
299,2023-04-19 12:06:22+00:00,PaddyJo1922,,"@chef_derek1 @milesdeutscher The weather around the Azores island and sunspots but I heard a vicious, rumour that Irish leprechauns exiting the market to go to live in the Cayman Islands 🇰🇾 #Bitcoin",0,0,118,0
300,2023-04-19 10:50:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/rJcOLHp7nU",0,0,935,0
301,2023-04-19 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
302,2023-04-19 07:15:00+00:00,Independent_ie,Dublin,Irish weather: Met Éireann forecasts another sunny day with some isolated showers in areas https://t.co/p8lPPQaZ6V,9,1,800946,0
303,2023-04-19 07:07:09+00:00,biardzki1,,@IEAmbPoland Irish weather isn't it? 😜 I love Ireland and send warm greetings to all Irish. Have nice day!,1,0,13,0
304,2023-04-19 06:33:39+00:00,baum_mau,,"@MagnificoIX @irish_dan82 @neontaster Weather is another thing, nothing beats Florida weather except California and then we’re back to the land conversation lol.",1,0,14,0
305,2023-04-19 06:30:57+00:00,Jenny4711byrne,"Bolton St.  Dublin, Ireland","@Marylaw59112593 Morning Mary bitter cold in Dublin this morning got sunburnt yesterday, Irish weather. 😅",2,0,712,1
306,2023-04-19 06:15:26+00:00,Binary10Paul,Ireland,@greenparty_ie Cycling in Irish weather 🤣🤣🤣 https://t.co/HoYFd5EwQk,2,0,22,1
307,2023-04-19 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
308,2023-04-19 02:44:46+00:00,inlondonsing,,@POTUS I was traveling during the same time as you there and was so impressed hearing their warm welcome to you! Beautiful Irish weather during our visit eh? ;),7,0,310,5
309,2023-04-18 20:50:22+00:00,jrogena,Dublin,@mralanorth Thinking of coming in August! I miss you guys and I miss playing on clay (the Irish weather doesn’t favour clay courts much 😩).,0,0,356,1
310,2023-04-18 20:18:09+00:00,Hooterakapat,Your Head,"@yuenglingbeer Beats the Hell out of Butt Light and any AB Beer...Yuengling is a warm weather beer for me with a good cigar...Two Hearted Ale and most Great Lakes beers, like Conway's Irish Ale, are my Cold Weather Brews..",0,0,32,0
311,2023-04-18 20:01:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gRmdN #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/cwQm4lbVUD",0,0,935,0
312,2023-04-18 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
313,2023-04-18 19:08:50+00:00,Zirgazekje,Baldone,"@s_slashyart @z3msky @Atlas31828896 @0xgaut That’s true, my Irish friends were all sweating in the +20 while I thought it’s a nice spring weather. Also, in northern europe for most people saunas have been introduced from quite an early age. Thats why we have those kids sections",1,0,82,0
314,2023-04-18 17:53:36+00:00,RoseFle54723126,,"@Stiofainireland @paulmurphy_TD Yes I know, we go on about giving them weather reports and information from the embassy or how many Irish volunteered, how many Irish worked in British factories etc to mitigate the shame, but it still is shameful.",3,0,1136,1
315,2023-04-18 16:47:03+00:00,johnk1964,,"@paulmurphy_TD A lot of Irish men &amp; women volunteered to fight in WW2 for the allies. We provided weather reports, information on submarine movements, overflights through the Donegal corridor. Allied aircrews returned to NI, food &amp; other supplies to GB.",3,0,64,0
316,2023-04-18 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
317,2023-04-18 16:00:23+00:00,OpenGateBrewery,"Dublin, Ireland","Spring in Dublin be like.. 

Our beer garden is open and waiting for you. Come say hi! We also have heaters because you never know with Irish weather...😀 https://t.co/DrnaPidqkl",3,0,3677,0
318,2023-04-18 13:57:53+00:00,irish_hann,,The weather today &gt;&gt;&gt;&gt;,0,0,93,1
319,2023-04-18 12:30:31+00:00,Independent_ie,Dublin,Irish weather: Met Éireann forecasts another sunny day with temperatures reaching 18C https://t.co/e1yTlro9BB,3,0,800946,0
320,2023-04-18 11:59:03+00:00,neilmbriscoe,"Belfast, Northern Ireland",@Lexutavia @drewdraws2 @PolestarCars Yeah. Cameras can be very… variable. Especially in Irish weather.,3,0,5051,1
321,2023-04-18 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:58 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
322,2023-04-18 08:59:40+00:00,TheGlossMag,Dublin,"The weather is brightening up and we’re all dying for it to be spring. If you’re considering buying some new pieces, then try buying Irish, says style editor Aislinn Coffey …
https://t.co/OirAzBAzfE",0,0,22325,0
323,2023-04-18 05:25:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/IH7geuU533",0,0,935,0
324,2023-04-18 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
325,2023-04-18 00:09:55+00:00,That_Irish_Guy8,"North Dakota, USA",@cicero_mn There you go!  I cook and grill in the worst weather,1,0,79,0
326,2023-04-17 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
327,2023-04-17 18:45:18+00:00,seanorphoto,Eire,@RonanHunt88 God bless the good Irish weather!,1,0,6401,0
328,2023-04-17 18:38:07+00:00,tjkennedyphoto,"Alberta, Canada","Irish Weather &amp; Topography 

https://t.co/1WmbvtK1yM

#photographypodcast #exposuretherapy #youtubepodcasts #ireland #eire #ringofkerry",0,0,337,0
329,2023-04-17 18:33:26+00:00,EdFreeman9,,@PeterBranigan @Feljin_J Irish can't be trusted and that's a fact. Any time there's nice weather in Ireland the beaches look like a war zone by the end of  the day. Majority of people leave all their rubbish on the beach for someone else to clean up.,1,0,110,2
330,2023-04-17 18:08:56+00:00,xcatisthename,Portugal,"the irish team saying ""oh we actually had good weather today it was 13 degrees"" lmfaooooo mariana goes ""it was thirTY degrees today here ronan no -EEN, we went to the beach earlier 🥲""",0,0,599,1
331,2023-04-17 18:05:30+00:00,GARVEY66,"Ellesmere Port,Cheshire",#thepinklesbian The Irish Weather 🇮🇪🌧️🌤️🌧️🇮🇪😆😂😂  #MrsBrownsBoys  #laughter 😂😂😂  #BBCComedy #BeYourself 🥰✌🏻🥰✌🏻🥰😘😘 https://t.co/tBIjzlgI20,4,1,4735,0
332,2023-04-17 17:56:14+00:00,Lou57796345,,"@AntheaJayne4 We lived in Southern Ireland for 5 years, the happiest times, thanks to the people, not the weather!!! The Irish would be lol at your tweet not taking offence 🇮🇪🫶🤣",0,0,40,0
333,2023-04-17 16:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
334,2023-04-17 15:10:36+00:00,potatonewstoday,"Nova Scotia, Canada","Extreme weather conditions wreak havoc on Irish farmers, severely delay planting https://t.co/w15B8XoGn6",1,1,2236,0
335,2023-04-17 14:34:47+00:00,JoanaZh,,"📌 Holidaymakers are gearing up to make the most of the warm weather abroad, with Albania surprisingly growing in popularity amongst Irish tourists...

#visitAlbania🇦🇱

https://t.co/EREEhKkh9a",4,1,466,0
336,2023-04-17 14:18:47+00:00,WhispersNewsLTD,Waterford,"Jonathan Dowdall evidence about as reliable as Irish weather, confirm judges.",28,3,243801,0
337,2023-04-17 14:15:06+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/b9xm4SUUa4",0,1,935,0
338,2023-04-17 13:38:11+00:00,hardtimeshere11,United Kingdom,@DylPar252 The funny reality is that life in England and Ireland is the same mundane weather and temperament. I think most British people don’t understand the obsession because the English are far more Irish than Americans and can visit their relatives on £10 flights or a ferry.,0,0,108,0
339,2023-04-17 13:11:16+00:00,123db_GEEK,United Kingdom,"@BareReality It's stupid on every level. The history doesn't make sense. Brychan was Irish, so the Welsh are celebrating an oppressor. Secondly, a name change isn't a good reason to pay more taxes to change the weather!",1,1,956,0
340,2023-04-17 11:28:41+00:00,faithful_irish,"Indiana, USA",@DanPower_71 The blue and gild game weather is not looking good,1,0,921,0
341,2023-04-17 10:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
342,2023-04-17 06:52:27+00:00,Science_Qs,The MetaVerse,@ready87bear I see you got that irish weather i sent you 🤌 GM ser,1,0,7094,1
343,2023-04-17 05:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
344,2023-04-17 00:54:39+00:00,PH03NIXWRITES,they/star/it | 20 ,I GET IT ALREADY !!! SORRY I CANT BE IRISH AND HAVE INFINITE RIZZ AND . AND AND . WEAR A LEARHEE JACKET IN BOILING WEATHER. sorry I can’t be you !!!!!!!!,5,1,525,1
345,2023-04-16 23:51:54+00:00,MitziPepall,Dublin/Venezia/Toronto,@turbarius Wool was banned? I wonder why. I am always swathed in wool until at least July. It is an Irish thing. I do not trust the weather.,0,0,5,0
346,2023-04-16 23:45:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/aFZmzZxVS6",0,0,935,0
347,2023-04-16 22:59:25+00:00,darrenleckey,"Belfast, Northern Ireland","@awakeandseeing We will send some irish weather across always reasonable, but always wet🤣🤣🤣",1,0,692,1
